"town","townID","totpixels","openwater","devopen","devlow","devmed","devhigh","barrenrock","decidforest","evergrnfor","mixedforest","shrubscrub","grassherb","pasturehay","cultcrop","woodywet","emergherbwet","RPopenwater","RPdevopen","RPdevlow","RPdevmed","RPdevhigh","RPbarrenrock","RPdecidforest","RPevergrnfor","RPmixedforest","RPshrubscrub","RPgrassherb","RPpasturehay","RPcultcrop","RPwoodywet","RPemergherbwet","Cforest","Clowdev","Chighdev","Cgrass","CPforest","CPshrubscrub","CPlowdev","CPhighdev","CPgrass","CPemherbwet","CPwoodywet","CPopenwater","nmds2011.1","nmds2011.2"
"DUXBURY",82,69259,2147,9722,6913,2125,328,898,871,19281,9327,32,882,397,2145,9493,4698,0.030999581,0.140371648,0.099813743,0.030681933,0.004735847,0.012965824,0.012575983,0.278389812,0.134668419,0.000462034,0.012734807,0.005732107,0.030970704,0.137065219,0.067832339,29479,16635,2453,1279,0.425634214,0.000462034,0.240185391,0.03541778,0.018466914,0.067832339,0.137065219,0.030999581,-0.0651222,0.068914597
"EAST BRIDGEWATER",83,50455,775,6807,6963,3465,554,196,3246,4763,9734,78,1530,740,739,10749,116,0.015360222,0.134912298,0.138004162,0.068675057,0.010980081,0.00388465,0.064334556,0.094400951,0.192924388,0.001545932,0.030324051,0.014666535,0.014646715,0.213041324,0.002299078,17743,13770,4019,2270,0.351659895,0.001545932,0.27291646,0.079655138,0.044990586,0.002299078,0.213041324,0.015360222,-0.063631413,0.173930206
"TRURO",300,63315,2459,3556,3896,2284,147,7025,1156,23654,9838,928,2545,5,48,1240,4534,0.038837558,0.056163626,0.061533602,0.0360736,0.002321725,0.110953171,0.018257917,0.373592356,0.155381821,0.014656874,0.040195846,7.9e-05,0.000758114,0.019584617,0.071610203,34648,7452,2431,2550,0.547232094,0.014656874,0.117697228,0.038395325,0.040274816,0.071610203,0.019584617,0.038837558,-0.013190268,-0.146912467
"EAST LONGMEADOW",85,37440,156,8178,7720,3332,878,2,5213,613,3955,67,109,732,682,5763,40,0.004166667,0.218429487,0.206196581,0.088995726,0.023450855,5.34e-05,0.139236111,0.016372863,0.105635684,0.00178953,0.002911325,0.019551282,0.018215812,0.153926282,0.001068376,9781,15898,4210,841,0.261244658,0.00178953,0.424626068,0.112446581,0.022462607,0.001068376,0.153926282,0.004166667,-0.009032024,0.325419625
"WHITMAN",338,20014,76,3176,3673,4024,655,13,1654,466,1738,14,294,126,4,3942,159,0.003797342,0.158688918,0.183521535,0.201059259,0.032727091,0.000649545,0.08264215,0.023283701,0.086839213,0.00069951,0.014689717,0.006295593,0.00019986,0.196962127,0.007944439,3858,6849,4679,420,0.192765064,0.00069951,0.342210453,0.23378635,0.02098531,0.007944439,0.196962127,0.003797342,0.092410584,0.339984421
"PEMBROKE",231,67793,5401,8786,8050,3116,760,175,1030,13422,10612,87,540,243,1919,12875,777,0.079668992,0.129600401,0.118743823,0.045963448,0.011210597,0.002581387,0.015193309,0.197985043,0.156535336,0.001283318,0.007965424,0.003584441,0.028306757,0.189916363,0.01146136,25064,16836,3876,783,0.369713687,0.001283318,0.248344224,0.057174045,0.011549865,0.01146136,0.189916363,0.079668992,-0.071480958,0.141398741
"EASTHAM",86,41317,1983,4150,8009,4359,328,2144,233,8269,3860,326,821,86,9,753,5987,0.047994772,0.100442917,0.193842728,0.105501367,0.007938621,0.051891473,0.005639325,0.200135537,0.093424014,0.007890215,0.019870755,0.002081468,0.000217828,0.018224944,0.144904035,12362,12159,4687,907,0.299198877,0.007890215,0.294285645,0.113439988,0.021952223,0.144904035,0.018224944,0.047994772,0.173740233,0.096594383
"REHOBOTH",247,136626,971,8773,6209,2418,313,401,34831,4379,20345,641,2525,9371,1515,42460,1474,0.007106993,0.06421179,0.04544523,0.017697949,0.002290926,0.00293502,0.254936835,0.032051001,0.148910164,0.00469164,0.018481109,0.068588702,0.011088665,0.310775401,0.010788576,59555,14982,2731,11896,0.435897999,0.00469164,0.10965702,0.019988875,0.087069811,0.010788576,0.310775401,0.007106993,-0.243548659,0.093166154
"MARION",169,40648,547,3275,3530,1765,205,780,1095,8083,7940,45,735,141,1121,9269,2117,0.013456997,0.08056977,0.086843141,0.043421571,0.005043299,0.019189136,0.026938595,0.198853572,0.195335564,0.001107066,0.01808207,0.003468805,0.027578233,0.228030899,0.052081283,17118,6805,1970,876,0.421127731,0.001107066,0.167412911,0.048464869,0.021550876,0.052081283,0.228030899,0.013456997,-0.135372242,0.087111931
"RICHMOND",249,54773,896,2779,693,83,15,26,23297,1359,11117,1005,491,5937,6,6845,224,0.016358425,0.050736677,0.012652219,0.001515345,0.000273858,0.000474686,0.425337301,0.024811495,0.202964964,0.018348456,0.008964271,0.108392821,0.000109543,0.124970332,0.004089606,35773,3472,98,6428,0.65311376,0.018348456,0.063388896,0.001789203,0.117357092,0.004089606,0.124970332,0.016358425,-0.197575097,-0.184292432
"BREWSTER",41,73436,7887,7963,8392,3618,175,902,717,18320,17331,332,1330,137,384,3780,2168,0.107399641,0.108434555,0.114276377,0.049267389,0.002383027,0.012282804,0.009763604,0.249468925,0.236001416,0.004520943,0.018111008,0.00186557,0.005229043,0.051473392,0.029522305,36368,16355,3793,1467,0.495233945,0.004520943,0.222710932,0.051650417,0.019976578,0.029522305,0.051473392,0.107399641,0.016910959,-0.057570285
"BERKLEY",27,47719,211,2627,3588,1176,114,215,4275,6174,10818,197,1199,3205,816,11971,1133,0.004421719,0.055051447,0.075190176,0.024644272,0.002388986,0.004505543,0.089586957,0.129382426,0.226702152,0.004128335,0.02512626,0.067164023,0.017100107,0.250864436,0.023743163,21267,6215,1290,4404,0.445671535,0.004128335,0.130241623,0.027033257,0.092290283,0.023743163,0.250864436,0.004421719,-0.191784364,0.062697242
"FREETOWN",102,102071,2971,4356,5578,2414,693,1849,11711,19643,23045,291,2422,1579,2666,21845,1008,0.02910719,0.042676176,0.054648235,0.023650204,0.006789392,0.018114842,0.114733862,0.192444475,0.225774216,0.002850957,0.023728581,0.015469624,0.026119074,0.214017694,0.009875479,54399,9934,3107,4001,0.532952553,0.002850957,0.097324411,0.030439596,0.039198205,0.009875479,0.214017694,0.02910719,-0.185164523,-0.035785421
"SALISBURY",259,45493,952,2345,4778,4300,1343,727,3378,2435,3524,18,451,1524,90,6775,12853,0.020926296,0.051546392,0.105027147,0.094520036,0.029521025,0.015980481,0.074253182,0.053524718,0.077462467,0.000395665,0.009913613,0.033499659,0.001978326,0.14892401,0.282526982,9337,7123,5643,1975,0.205240367,0.000395665,0.156573539,0.124041061,0.043413272,0.282526982,0.14892401,0.020926296,0.324608315,0.000366807
"ALFORD",6,33188,64,1148,182,17,1,6,12187,3363,9651,370,126,3762,141,2155,15,0.001928408,0.034590816,0.00548391,0.000512233,3.01e-05,0.000180788,0.36721104,0.101331807,0.290797879,0.011148608,0.003796553,0.113354224,0.004248524,0.064933108,0.000451971,25201,1330,18,3888,0.759340726,0.011148608,0.040074726,0.000542365,0.117150777,0.000451971,0.064933108,0.001928408,-0.159048263,-0.322054689
"GLOUCESTER",107,76852,2646,4994,7012,7455,2659,1705,15953,6724,14317,119,1194,407,14,5937,5716,0.034429813,0.064982043,0.091240306,0.097004632,0.034598969,0.022185499,0.207580805,0.087492843,0.186293135,0.001548431,0.015536356,0.005295893,0.000182168,0.077252381,0.074376724,36994,12006,10114,1601,0.481366783,0.001548431,0.156222349,0.131603602,0.020832249,0.074376724,0.077252381,0.034429813,0.017078196,-0.037904465
"WEST BRIDGEWATER",322,45112,334,4850,4555,3385,1104,67,3388,2117,5863,67,818,1534,1546,14808,676,0.007403795,0.107510197,0.100970917,0.075035467,0.024472424,0.001485192,0.075101968,0.046927647,0.129965419,0.001485192,0.018132648,0.034004256,0.034270261,0.32824969,0.014984926,11368,9405,4489,2352,0.251995035,0.001485192,0.208481114,0.099507891,0.052136904,0.014984926,0.32824969,0.007403795,-0.126727801,0.29481268
"DUDLEY",80,62999,1951,5052,3417,1984,435,214,22963,1736,10909,639,1346,6071,417,5315,550,0.030968746,0.080191749,0.054238956,0.031492563,0.006904872,0.003396879,0.364497849,0.027555993,0.173161479,0.010143018,0.021365418,0.096366609,0.006619153,0.084366419,0.008730297,35608,8469,2419,7417,0.565215321,0.010143018,0.134430705,0.038397435,0.117732027,0.008730297,0.084366419,0.030968746,-0.083771512,-0.118274692
"SPRINGFIELD",281,95188,3532,17302,24462,27334,9366,96,5512,1087,2139,56,205,386,37,3590,84,0.037105518,0.181766609,0.256986175,0.287158045,0.098394756,0.00100853,0.057906459,0.011419507,0.02247132,0.000588309,0.002153633,0.004055133,0.000388704,0.037714838,0.000882464,8738,41764,36700,591,0.091797285,0.000588309,0.438752784,0.385552801,0.006208766,0.000882464,0.037714838,0.037105518,0.28722479,0.448931836
"SANDISFIELD",260,152384,2859,5260,534,47,1,185,48208,3473,74510,48,2055,2474,0,12249,481,0.018761812,0.03451806,0.003504305,0.000308431,6.56e-06,0.001214038,0.316358673,0.022791107,0.488962096,0.000314994,0.013485668,0.0162353,0,0.080382455,0.003156499,126191,5794,48,4529,0.828111875,0.000314994,0.038022365,0.000314994,0.029720968,0.003156499,0.080382455,0.018761812,-0.212500582,-0.361439665
"PLYMOUTH",239,295758,20509,31301,29017,15343,3706,4509,15383,97812,53329,2225,6350,1999,8886,3699,1690,0.069343855,0.105833147,0.098110617,0.051876872,0.012530515,0.015245572,0.052012118,0.330716329,0.180312959,0.007523042,0.021470256,0.006758904,0.030044834,0.012506847,0.005714131,166524,60318,19049,8349,0.563041405,0.007523042,0.203943765,0.064407387,0.02822916,0.005714131,0.012506847,0.069343855,0.011251846,-0.128424671
"DIGHTON",76,63795,203,2768,3339,2000,628,84,18243,1795,11151,248,1767,2894,505,17104,1066,0.003182068,0.04338898,0.052339525,0.031350419,0.009844032,0.001316718,0.28596285,0.028137001,0.174794263,0.003887452,0.027698095,0.045364057,0.007915981,0.268108786,0.016709773,31189,6107,2628,4661,0.488894114,0.003887452,0.095728505,0.041194451,0.073062152,0.016709773,0.268108786,0.003182068,-0.217969501,0.028221713
"WELLFLEET",318,60443,3291,4836,4842,2597,203,3789,454,24977,3749,719,1337,0,69,3436,6144,0.054447992,0.080009265,0.080108532,0.0429661,0.003358536,0.06268716,0.007511209,0.413232302,0.062025379,0.011895505,0.022120014,0,0.001141571,0.056846947,0.101649488,29180,9678,2800,1337,0.48276889,0.011895505,0.160117797,0.046324636,0.022120014,0.101649488,0.056846947,0.054447992,0.008219735,-0.071564684
"TAUNTON",293,138846,3861,15497,17991,17214,5587,897,11825,13203,17572,249,1106,3331,1702,28186,625,0.027807787,0.111612866,0.129575213,0.123979085,0.040238826,0.006460395,0.085166299,0.095090964,0.126557481,0.001793354,0.00796566,0.023990608,0.012258185,0.203001887,0.00450139,42600,33488,22801,4437,0.306814744,0.001793354,0.241188079,0.16421791,0.031956268,0.00450139,0.203001887,0.027807787,0.002776914,0.202843408
"ATTLEBORO",16,79922,1720,9857,12983,12758,3356,301,14607,929,6293,270,577,1134,9,14943,185,0.021520983,0.123332749,0.162445885,0.15963064,0.041990941,0.003766172,0.182765697,0.011623833,0.078739271,0.003378294,0.007219539,0.014188834,0.00011261,0.186969796,0.002314757,21829,22840,16114,1711,0.273128801,0.003378294,0.285778634,0.201621581,0.021408373,0.002314757,0.186969796,0.021520983,0.052453356,0.244602719
"NORTON",218,84362,3439,7724,8009,4290,807,444,6870,9405,17058,232,678,1582,592,23076,156,0.040764799,0.09155781,0.094936109,0.050852279,0.009565918,0.005263033,0.081434769,0.111483843,0.202200043,0.002750053,0.008036794,0.018752519,0.007017377,0.273535478,0.001849174,33333,15733,5097,2260,0.395118655,0.002750053,0.186493919,0.060418198,0.026789313,0.001849174,0.273535478,0.040764799,-0.147897535,0.136038333
"NORTH ATTLEBOROUGH",211,55769,1193,7862,10070,8591,2237,645,12158,815,4281,375,540,1370,62,5495,75,0.021391813,0.140974376,0.180566264,0.154046155,0.04011189,0.011565565,0.218006419,0.014613854,0.076763076,0.006724166,0.009682799,0.024565619,0.001111729,0.098531442,0.001344833,17254,17932,10828,1910,0.309383349,0.006724166,0.321540641,0.194158045,0.034248418,0.001344833,0.098531442,0.021391813,0.090138512,0.195158017
"ROCHESTER",250,103695,7318,3294,2800,631,146,467,1986,25797,20016,143,2084,3513,11054,24087,359,0.070572352,0.031766238,0.027002266,0.006085154,0.001407975,0.004503592,0.019152322,0.248777665,0.193027629,0.001379044,0.020097401,0.0338782,0.10660109,0.232286996,0.003462076,47799,6094,777,5597,0.460957616,0.001379044,0.058768504,0.007493129,0.053975602,0.003462076,0.232286996,0.070572352,-0.227496548,0.027108057
"RAYNHAM",245,59786,374,7166,8023,5465,1909,122,2701,4949,8788,67,635,1002,813,17478,294,0.006255645,0.119860837,0.134195297,0.09140936,0.031930552,0.002040612,0.045177801,0.082778577,0.146990934,0.001120664,0.010621216,0.016759777,0.013598501,0.292342689,0.004917539,16438,15189,7374,1637,0.274947312,0.001120664,0.254056134,0.123339912,0.027380992,0.004917539,0.292342689,0.006255645,-0.076614809,0.274549147
"ROWE",253,69063,1617,2184,356,41,13,123,23120,4670,32421,1166,394,1923,26,954,55,0.023413405,0.0316233,0.005154714,0.000593661,0.000188234,0.001780983,0.334766807,0.06761942,0.469440945,0.016883136,0.005704936,0.027844142,0.000376468,0.013813475,0.000796374,60211,2540,54,2317,0.871827172,0.016883136,0.036778014,0.000781895,0.033549078,0.000796374,0.013813475,0.023413405,-0.173602837,-0.431562212
"ROWLEY",254,53354,501,2476,2875,1779,297,777,6685,7670,5315,91,557,2410,376,10418,11127,0.009390111,0.046407017,0.053885369,0.033343329,0.005566593,0.014563107,0.125295198,0.143756794,0.099617648,0.001705589,0.010439705,0.045169997,0.007047269,0.195261836,0.208550437,19670,5351,2076,2967,0.368669641,0.001705589,0.100292387,0.038909922,0.055609701,0.208550437,0.195261836,0.009390111,-0.232179985,0.159769927
"HATFIELD",127,48424,2378,1783,2864,1493,452,80,8424,678,6930,200,593,2481,10798,9019,251,0.04910788,0.036820585,0.059144226,0.030831819,0.009334214,0.001652073,0.173963324,0.014001322,0.143110854,0.004130183,0.012245994,0.051234925,0.222988601,0.18625062,0.00518338,16032,4647,1945,3074,0.3310755,0.004130183,0.095964811,0.040166033,0.063480919,0.00518338,0.18625062,0.04910788,-0.157769583,0.140821639
"WINCHESTER",344,18274,789,3107,5192,5411,789,7,1358,591,718,0,45,46,1,199,21,0.043176097,0.170022983,0.284119514,0.296103754,0.043176097,0.000383058,0.074313232,0.032341031,0.039290796,0,0.002462515,0.002517238,5.47e-05,0.010889789,0.001149174,2667,8299,6200,91,0.145945059,0,0.454142498,0.339279851,0.004979753,0.001149174,0.010889789,0.043176097,0.236550489,0.426983253
"FLORIDA",98,70774,574,2153,797,99,6,79,33958,2712,26693,496,658,1276,5,1243,25,0.008110323,0.030420776,0.011261198,0.001398819,8.48e-05,0.001116229,0.479808969,0.038319157,0.377158278,0.007008223,0.0092972,0.01802922,7.06e-05,0.017562947,0.000353237,63363,2950,105,1934,0.895286405,0.007008223,0.041681974,0.001483596,0.027326419,0.000353237,0.017562947,0.008110323,-0.183016769,-0.448954437
"WEST TISBURY",327,75635,3977,5959,1472,309,184,1012,41756,3210,7099,2573,4456,1062,237,1657,672,0.052581477,0.078786276,0.019461889,0.00408541,0.002432736,0.013380049,0.552072453,0.042440669,0.093858663,0.034018642,0.058914524,0.014041119,0.00313347,0.021907847,0.008884776,52065,7431,493,5518,0.688371786,0.034018642,0.098248166,0.006518146,0.072955642,0.008884776,0.021907847,0.052581477,-0.092206088,-0.262509955
"AVON",18,13060,623,1730,2027,2859,1193,86,2648,78,304,0,70,25,0,1405,12,0.04770291,0.132465544,0.155206738,0.218912711,0.091347626,0.006584992,0.202756508,0.005972435,0.023277182,0,0.005359877,0.001914242,0,0.107580398,0.000918836,3030,3757,4052,95,0.232006126,0,0.287672282,0.310260337,0.007274119,0.000918836,0.107580398,0.04770291,0.201323657,0.248765532
"MILLBURY",186,47307,1499,4517,4592,5405,1465,50,17795,630,4479,112,388,2000,47,4140,188,0.031686643,0.095482698,0.097068087,0.114253705,0.030967933,0.001056926,0.376159976,0.013317268,0.094679434,0.002367514,0.008201746,0.042277041,0.00099351,0.087513476,0.003974042,22904,9109,6870,2388,0.484156679,0.002367514,0.192550785,0.145221637,0.050478787,0.003974042,0.087513476,0.031686643,0.006072938,-0.01446593
"OAKHAM",222,61058,1067,3132,589,94,14,305,22984,6477,15355,267,826,2613,0,7049,286,0.017475188,0.05129549,0.009646566,0.00153952,0.00022929,0.00499525,0.376428969,0.106079465,0.251482197,0.004372891,0.013528121,0.042795375,0,0.115447607,0.004684071,44816,3721,108,3439,0.733990632,0.004372891,0.060942055,0.00176881,0.056323496,0.004684071,0.115447607,0.017475188,-0.195015727,-0.262025861
"SALEM",258,24019,549,2069,3219,8102,4364,344,3401,46,205,86,360,32,0,822,420,0.022856905,0.086140139,0.134018902,0.337316291,0.181689496,0.014321995,0.141596236,0.001915151,0.00853491,0.003580499,0.014988134,0.001332279,0,0.034222907,0.017486157,3652,5288,12466,392,0.152046297,0.003580499,0.220159041,0.519005787,0.016320413,0.017486157,0.034222907,0.022856905,0.44453674,0.253057781
"WESTMINSTER",332,107204,5731,6012,4077,1989,488,859,27202,10916,31841,713,2575,3942,7,10114,738,0.053458826,0.056079997,0.038030297,0.018553412,0.004552069,0.008012761,0.253740532,0.101824559,0.297013171,0.006650871,0.024019626,0.036771016,6.53e-05,0.094343495,0.006884071,69959,10089,2477,6517,0.652578262,0.006650871,0.094110294,0.023105481,0.060790642,0.006884071,0.094343495,0.053458826,-0.132210607,-0.194417349
"IPSWICH",144,95199,2038,4147,5507,4172,659,4158,10465,7874,8566,138,1236,9272,430,14388,22149,0.021407788,0.043561382,0.057847246,0.04382399,0.006922342,0.043676929,0.109927625,0.082710953,0.089979937,0.001449595,0.01298333,0.097395981,0.004516854,0.151136041,0.232660007,26905,9654,4831,10508,0.282618515,0.001449595,0.101408628,0.050746331,0.110379311,0.232660007,0.151136041,0.021407788,0.243376513,-0.074651773
"AMESBURY",7,39509,3544,4016,6112,5265,912,145,4952,1841,3357,90,495,3609,4,4613,554,0.089701081,0.101647726,0.154698929,0.133260776,0.023083348,0.00367005,0.12533853,0.046596978,0.084967982,0.002277962,0.012528791,0.091346276,0.000101243,0.116758207,0.014022122,10150,10128,6177,4104,0.25690349,0.002277962,0.256346655,0.156344124,0.103875066,0.014022122,0.116758207,0.089701081,0.058029307,0.218633669
"MEDFORD",176,24309,996,694,2147,8915,6001,60,3385,585,985,8,123,27,21,263,99,0.040972479,0.028549097,0.088321198,0.3667366,0.246863302,0.002468222,0.139248838,0.024065161,0.040519972,0.000329096,0.005059854,0.0011107,0.000863878,0.010819038,0.004072566,4955,2841,14916,150,0.203833971,0.000329096,0.116870295,0.613599901,0.006170554,0.004072566,0.010819038,0.040972479,0.550079142,0.138867733
"ESSEX",92,41079,1072,1326,1297,855,106,207,3300,4100,8868,18,319,2836,5,5764,11006,0.026096059,0.032279267,0.03157331,0.020813554,0.002580394,0.005039071,0.080333017,0.099807688,0.215876725,0.00043818,0.007765525,0.069037708,0.000121717,0.140315003,0.267922783,16268,2623,961,3155,0.39601743,0.00043818,0.063852577,0.023393948,0.076803233,0.267922783,0.140315003,0.026096059,0.194242435,-0.169023171
"SANDWICH",261,126393,3474,12856,18695,6900,1400,3178,17002,14973,29521,5435,3296,310,468,3182,5703,0.027485699,0.101714494,0.147911672,0.054591631,0.011076563,0.025143798,0.134516943,0.118463839,0.23356515,0.043000799,0.026077394,0.002452667,0.003702737,0.025175445,0.04512117,61496,31551,8300,3606,0.486545932,0.043000799,0.249626166,0.065668194,0.028530061,0.04512117,0.025175445,0.027485699,0.041683671,-0.048829061
"SEEKONK",265,53655,397,7081,8674,7479,2260,258,8688,377,4813,74,1271,1028,322,10225,708,0.007399124,0.131972789,0.161662473,0.139390551,0.042120958,0.004808499,0.161923399,0.007026372,0.08970273,0.001379182,0.023688379,0.019159445,0.006001305,0.190569378,0.013195415,13878,15755,9739,2299,0.258652502,0.001379182,0.293635262,0.181511509,0.042847824,0.013195415,0.190569378,0.007399124,0.038469509,0.257685479
"FOXBOROUGH",99,59994,2117,8390,9150,6437,2054,85,9077,4872,9497,95,220,535,8,7164,293,0.035286862,0.139847318,0.152515252,0.107294063,0.034236757,0.001416808,0.151298463,0.081208121,0.158299163,0.001583492,0.003667033,0.008917558,0.000133347,0.119411941,0.004883822,23446,17540,8491,755,0.390805747,0.001583492,0.29236257,0.14153082,0.012584592,0.004883822,0.119411941,0.035286862,0.029416823,0.117422435
"GRANVILLE",112,124092,2531,3255,563,94,7,110,43726,4705,58573,312,594,3252,232,5945,193,0.020396158,0.026230539,0.004536956,0.000757502,5.64e-05,0.000886439,0.352367598,0.037915418,0.4720127,0.002514264,0.004786771,0.026206363,0.001869581,0.047908004,0.001555298,107004,3818,101,3846,0.862295716,0.002514264,0.030767495,0.000813912,0.030993134,0.001555298,0.047908004,0.020396158,-0.201489202,-0.406980961
"HANOVER",122,44974,346,9095,8202,3933,1141,71,979,4929,6217,22,182,115,28,9574,140,0.007693334,0.202227954,0.182372037,0.087450527,0.025370214,0.00157869,0.021768133,0.109596656,0.138235425,0.000489172,0.004046783,0.002557033,0.000622582,0.212878552,0.00311291,12125,17297,5074,297,0.269600213,0.000489172,0.384599991,0.112820741,0.006603816,0.00311291,0.212878552,0.007693334,-0.024884439,0.305909505
"MANCHESTER",166,22386,283,2187,2484,1470,197,459,1216,3381,7158,10,621,112,3,2268,537,0.01264183,0.097694988,0.110962209,0.065666041,0.008800143,0.020503886,0.054319664,0.151031895,0.319753417,0.000446708,0.027740552,0.005003127,0.000134012,0.101313321,0.023988207,11755,4671,1667,733,0.525104976,0.000446708,0.208657196,0.074466184,0.032743679,0.023988207,0.101313321,0.01264183,-0.044620185,-0.044177754
"MARBLEHEAD",168,12559,321,1333,3608,5501,700,109,210,126,193,6,56,12,3,259,122,0.02555936,0.106139024,0.287284019,0.438012581,0.055736922,0.008679035,0.016721077,0.010032646,0.015367466,0.000477745,0.004458954,0.00095549,0.000238873,0.020622661,0.009714149,529,4941,6201,68,0.042121188,0.000477745,0.393423043,0.493749502,0.005414444,0.009714149,0.020622661,0.02555936,0.406623676,0.455386636
"LEYDEN",156,51955,42,1937,467,48,1,14,13969,12574,16728,225,187,4835,5,838,85,0.000808392,0.037282263,0.008988548,0.000923876,1.92e-05,0.000269464,0.268867289,0.24201713,0.321970936,0.004330671,0.003599269,0.093061303,9.62e-05,0.016129343,0.001636031,43271,2404,49,5022,0.832855356,0.004330671,0.046270811,0.000943124,0.096660572,0.001636031,0.016129343,0.000808392,-0.147651078,-0.400855619
"SOUTHAMPTON",276,83296,2155,4025,2408,671,100,89,23598,6493,29880,190,515,6959,922,5037,254,0.02587159,0.048321648,0.028908951,0.008055609,0.001200538,0.001068479,0.28330292,0.077950922,0.358720707,0.002281022,0.00618277,0.083545428,0.011068959,0.060471091,0.003049366,59971,6433,771,7474,0.719974549,0.002281022,0.077230599,0.009256147,0.089728198,0.003049366,0.060471091,0.02587159,-0.14316951,-0.27219371
"WEST BROOKFIELD",323,60755,1734,4199,1167,414,73,43,26699,3256,9844,303,935,4340,25,7142,581,0.028540861,0.069113653,0.019208296,0.006814254,0.001201547,0.000707761,0.439453543,0.053592297,0.162027817,0.004987244,0.01538968,0.07143445,0.000411489,0.117554111,0.009562999,39799,5366,487,5275,0.655073656,0.004987244,0.088321949,0.008015801,0.08682413,0.009562999,0.117554111,0.028540861,-0.163969289,-0.187330397
"HARVARD",125,78142,1808,5907,5164,4149,1146,179,19422,7956,16367,425,1507,4773,262,8226,851,0.023137365,0.075593151,0.06608482,0.053095646,0.014665609,0.002290702,0.248547516,0.101814645,0.209452023,0.005438817,0.019285403,0.061081109,0.00335287,0.105269893,0.01089043,43745,11071,5295,6280,0.559814184,0.005438817,0.141677971,0.067761255,0.080366512,0.01089043,0.105269893,0.023137365,-0.082136782,-0.094499632
"LOWELL",160,41872,2111,3254,6125,16755,9803,120,1584,392,487,0,191,31,20,813,186,0.050415552,0.07771303,0.146279136,0.40014807,0.234118265,0.002865877,0.037829576,0.009361865,0.011630684,0,0.004561521,0.000740352,0.000477646,0.019416316,0.004442109,2463,9379,26558,222,0.058822125,0,0.223992167,0.634266335,0.005301872,0.004442109,0.019416316,0.050415552,0.574696548,0.326763949
"LAKEVILLE",146,103951,19063,7488,6407,2506,588,875,4071,19299,21626,360,1990,2148,2918,14336,276,0.183384479,0.072033939,0.061634809,0.024107512,0.005656511,0.008417427,0.039162682,0.18565478,0.208040327,0.00346317,0.019143635,0.020663582,0.028070918,0.137911131,0.002655097,44996,13895,3094,4138,0.432857789,0.00346317,0.133668748,0.029764023,0.039807217,0.002655097,0.137911131,0.183384479,-0.178920775,0.067832333
"LYNN",163,33231,2068,1619,3358,11813,7564,72,3487,507,1704,95,64,3,0,578,299,0.062231049,0.048719569,0.101050224,0.355481328,0.22761879,0.002166652,0.104932142,0.015256838,0.051277422,0.002858776,0.001925913,9.03e-05,0,0.017393398,0.008997623,5698,4977,19377,67,0.171466402,0.002858776,0.149769793,0.583100117,0.00201619,0.008997623,0.017393398,0.062231049,0.522446073,0.186864474
"WORTHINGTON",349,92384,453,3660,535,40,1,9,30344,2299,41399,192,1010,5878,945,5363,256,0.004903446,0.03961725,0.005791046,0.000432975,1.08e-05,9.74e-05,0.328455144,0.024885262,0.448118722,0.002078282,0.010932629,0.063625736,0.010229044,0.058051178,0.002771043,74042,4195,41,6888,0.801459127,0.002078282,0.045408296,0.0004438,0.074558365,0.002771043,0.058051178,0.004903446,-0.177512564,-0.350364769
"LINCOLN",157,43110,1794,4023,2378,1878,587,35,9488,3387,9738,115,686,1559,145,7069,228,0.041614475,0.093319415,0.055161215,0.043562978,0.01361633,0.000811877,0.220088147,0.078566458,0.225887265,0.002667595,0.015912781,0.036163303,0.003363489,0.163975876,0.005288796,22613,6401,2465,2245,0.52454187,0.002667595,0.148480631,0.057179309,0.052076084,0.005288796,0.163975876,0.041614475,-0.11004164,-0.038999348
"STONEHAM",284,19120,1813,1432,2983,6556,1542,18,2259,894,1127,3,93,17,0,359,24,0.094822176,0.074895397,0.156014644,0.342887029,0.080648536,0.000941423,0.118148536,0.046757322,0.058943515,0.000156904,0.004864017,0.000889121,0,0.018776151,0.00125523,4280,4415,8098,110,0.223849372,0.000156904,0.230910042,0.423535565,0.005753138,0.00125523,0.018776151,0.094822176,0.352142191,0.196156876
"NATICK",198,45935,2681,6316,8371,9495,2695,45,4515,1288,4919,79,277,1117,11,3991,135,0.058365081,0.137498639,0.182235768,0.206705127,0.05866986,0.000979645,0.098291063,0.028039621,0.1070861,0.001719821,0.00603026,0.02431697,0.000239469,0.08688364,0.002938935,10722,14687,12190,1394,0.233416785,0.001719821,0.319734407,0.265374986,0.03034723,0.002938935,0.08688364,0.058365081,0.168672189,0.255119092
"EAST BROOKFIELD",84,29983,1607,1644,942,420,196,162,5751,2690,7816,109,333,1436,48,6009,820,0.053597038,0.054831071,0.031417803,0.014007938,0.006537038,0.005403062,0.191808692,0.089717507,0.260681053,0.003635393,0.011106294,0.047893806,0.001600907,0.200413568,0.027348831,16257,2586,616,1769,0.542207251,0.003635393,0.086248874,0.020544975,0.0590001,0.027348831,0.200413568,0.053597038,-0.188668961,-0.053272112
